DN,nbr,dnbr,lst,mean_temp,max_temp,min_temp,prec_sum,totc,aspect,slope,Elevation
0,0.4081944187781042,-0.030615565632881356,300.3008200901658,13.794222298658903,19.598709936416014,7.989734768413437,0.0862899559619261,38.66185869870358,190.03893948350935,89.90925079137402,2548.1161777081747
1,0.3509894352692126,-0.17301987015071507,305.4103070623487,14.918821011757933,21.367059930700595,8.470582185472667,0.5914369608859567,23.209837924800503,211.25767198633193,89.85232757616556,2315.5396637365693
2,0.41369154409347403,-0.07261141691084509,300.8774645619519,14.416652955191125,20.303328688515567,8.529977345459763,0.6111005265975457,33.079004590941565,197.54980844419833,89.8906974370202,2430.192669491694
3,0.37175603231487814,-0.008419829393446277,302.6035361251747,14.096656215478044,20.151135534215438,8.042176986081333,18.267394454388885,34.91432485222489,200.4104692029597,89.83184624611705,2490.258672130932
4,0.4787265568995014,0.04110177321822631,298.1758383579585,14.370545218387042,19.855110132500478,8.885980436447506,0.582057003520436,40.546166180628894,175.83264185802858,89.86999639322033,2450.39696697746
5,0.362562566879097,0.07737925988910643,298.4012707960393,12.709998774149334,18.22726885817393,7.192728693292397,0.7122474598535605,49.23138787580614,170.8261060458826,89.88853769817392,2769.363576795049
6,0.3163488363356733,0.10524352866284258,295.56938674918547,10.411087584644047,15.761401211651785,5.060773892016666,0.9324906916666666,61.59033711155952,192.54619716739523,89.97250061577975,3187.4470751738095
7,0.2970564344556962,0.15029260392307692,292.1107641404605,9.587349558939296,14.675817779073482,4.498881446738019,1.1609568041789138,64.31774124479233,239.3560948940671,89.92877331980831,3330.810812198083
